,MONATSZAHL,AUSPRAEGUNG,JAHR,MONAT,WERT
1218,Fluchtunfälle,Verletzte und Getötete,2005,07,65.0
1219,Fluchtunfälle,Verletzte und Getötete,2005,08,37.0
1220,Fluchtunfälle,Verletzte und Getötete,2005,09,81.0
1221,Fluchtunfälle,Verletzte und Getötete,2005,10,54.0
1222,Fluchtunfälle,Verletzte und Getötete,2005,11,27.0
1223,Fluchtunfälle,Verletzte und Getötete,2005,12,32.0
1225,Fluchtunfälle,Verletzte und Getötete,2004,01,33.0
1226,Fluchtunfälle,Verletzte und Getötete,2004,02,31.0
1227,Fluchtunfälle,Verletzte und Getötete,2004,03,20.0
1228,Fluchtunfälle,Verletzte und Getötete,2004,04,39.0
1229,Fluchtunfälle,Verletzte und Getötete,2004,05,41.0
1230,Fluchtunfälle,Verletzte und Getötete,2004,06,53.0
1231,Fluchtunfälle,Verletzte und Getötete,2004,07,83.0
1232,Fluchtunfälle,Verletzte und Getötete,2004,08,48.0
1233,Fluchtunfälle,Verletzte und Getötete,2004,09,63.0
1234,Fluchtunfälle,Verletzte und Getötete,2004,10,40.0
1235,Fluchtunfälle,Verletzte und Getötete,2004,11,46.0
1236,Fluchtunfälle,Verletzte und Getötete,2004,12,45.0
1238,Fluchtunfälle,Verletzte und Getötete,2003,01,21.0
1239,Fluchtunfälle,Verletzte und Getötete,2003,02,20.0
1240,Fluchtunfälle,Verletzte und Getötete,2003,03,44.0
1241,Fluchtunfälle,Verletzte und Getötete,2003,04,30.0
1242,Fluchtunfälle,Verletzte und Getötete,2003,05,56.0
1243,Fluchtunfälle,Verletzte und Getötete,2003,06,81.0
1244,Fluchtunfälle,Verletzte und Getötete,2003,07,35.0
1245,Fluchtunfälle,Verletzte und Getötete,2003,08,41.0
1246,Fluchtunfälle,Verletzte und Getötete,2003,09,50.0
1247,Fluchtunfälle,Verletzte und Getötete,2003,10,47.0
1248,Fluchtunfälle,Verletzte und Getötete,2003,11,59.0
1249,Fluchtunfälle,Verletzte und Getötete,2003,12,78.0
1251,Fluchtunfälle,Verletzte und Getötete,2002,01,36.0
1252,Fluchtunfälle,Verletzte und Getötete,2002,02,33.0
1253,Fluchtunfälle,Verletzte und Getötete,2002,03,39.0
1254,Fluchtunfälle,Verletzte und Getötete,2002,04,37.0
1255,Fluchtunfälle,Verletzte und Getötete,2002,05,73.0
1256,Fluchtunfälle,Verletzte und Getötete,2002,06,74.0
1257,Fluchtunfälle,Verletzte und Getötete,2002,07,72.0
1258,Fluchtunfälle,Verletzte und Getötete,2002,08,50.0
1259,Fluchtunfälle,Verletzte und Getötete,2002,09,77.0
1260,Fluchtunfälle,Verletzte und Getötete,2002,10,49.0
1261,Fluchtunfälle,Verletzte und Getötete,2002,11,50.0
1262,Fluchtunfälle,Verletzte und Getötete,2002,12,38.0
1264,Fluchtunfälle,Verletzte und Getötete,2001,01,44.0
1265,Fluchtunfälle,Verletzte und Getötete,2001,02,51.0
1266,Fluchtunfälle,Verletzte und Getötete,2001,03,43.0
1267,Fluchtunfälle,Verletzte und Getötete,2001,04,68.0
1268,Fluchtunfälle,Verletzte und Getötete,2001,05,67.0
1269,Fluchtunfälle,Verletzte und Getötete,2001,06,78.0
1270,Fluchtunfälle,Verletzte und Getötete,2001,07,83.0
1271,Fluchtunfälle,Verletzte und Getötete,2001,08,57.0
1272,Fluchtunfälle,Verletzte und Getötete,2001,09,40.0
1273,Fluchtunfälle,Verletzte und Getötete,2001,10,85.0
1274,Fluchtunfälle,Verletzte und Getötete,2001,11,32.0
1275,Fluchtunfälle,Verletzte und Getötete,2001,12,39.0
1276,Fluchtunfälle,Verletzte und Getötete,2000,01,34.0
1277,Fluchtunfälle,Verletzte und Getötete,2000,02,35.0
1278,Fluchtunfälle,Verletzte und Getötete,2000,03,48.0
1279,Fluchtunfälle,Verletzte und Getötete,2000,04,57.0
1280,Fluchtunfälle,Verletzte und Getötete,2000,05,69.0
1281,Fluchtunfälle,Verletzte und Getötete,2000,06,58.0
1282,Fluchtunfälle,Verletzte und Getötete,2000,07,67.0
1283,Fluchtunfälle,Verletzte und Getötete,2000,08,74.0
1284,Fluchtunfälle,Verletzte und Getötete,2000,09,68.0
1285,Fluchtunfälle,Verletzte und Getötete,2000,10,47.0
1286,Fluchtunfälle,Verletzte und Getötete,2000,11,56.0
1287,Fluchtunfälle,Verletzte und Getötete,2000,12,45.0
1339,Verkehrsunfälle,insgesamt,2020,01,3139.0
1340,Verkehrsunfälle,insgesamt,2020,02,3271.0
1341,Verkehrsunfälle,insgesamt,2020,03,2825.0
1342,Verkehrsunfälle,insgesamt,2020,04,2251.0
1343,Verkehrsunfälle,insgesamt,2020,05,3193.0
1344,Verkehrsunfälle,insgesamt,2020,06,3380.0
1345,Verkehrsunfälle,insgesamt,2020,07,4031.0
1346,Verkehrsunfälle,insgesamt,2020,08,3007.0
1347,Verkehrsunfälle,insgesamt,2020,09,3659.0
1348,Verkehrsunfälle,insgesamt,2020,10,3867.0
1349,Verkehrsunfälle,insgesamt,2020,11,3150.0
1350,Verkehrsunfälle,insgesamt,2020,12,2661.0
1352,Verkehrsunfälle,insgesamt,2019,01,3440.0
1353,Verkehrsunfälle,insgesamt,2019,02,3442.0
1354,Verkehrsunfälle,insgesamt,2019,03,3940.0
1355,Verkehrsunfälle,insgesamt,2019,04,3781.0
1356,Verkehrsunfälle,insgesamt,2019,05,4046.0
1357,Verkehrsunfälle,insgesamt,2019,06,3727.0
1358,Verkehrsunfälle,insgesamt,2019,07,4763.0
1359,Verkehrsunfälle,insgesamt,2019,08,3214.0
1360,Verkehrsunfälle,insgesamt,2019,09,4042.0
1361,Verkehrsunfälle,insgesamt,2019,10,4348.0
1362,Verkehrsunfälle,insgesamt,2019,11,3805.0
1363,Verkehrsunfälle,insgesamt,2019,12,3462.0
1365,Verkehrsunfälle,insgesamt,2018,01,3328.0
1366,Verkehrsunfälle,insgesamt,2018,02,3109.0
1367,Verkehrsunfälle,insgesamt,2018,03,3796.0
1368,Verkehrsunfälle,insgesamt,2018,04,4016.0
1369,Verkehrsunfälle,insgesamt,2018,05,3953.0
1370,Verkehrsunfälle,insgesamt,2018,06,4284.0
1371,Verkehrsunfälle,insgesamt,2018,07,4547.0
1372,Verkehrsunfälle,insgesamt,2018,08,3206.0
1373,Verkehrsunfälle,insgesamt,2018,09,4124.0
1374,Verkehrsunfälle,insgesamt,2018,10,4468.0
1375,Verkehrsunfälle,insgesamt,2018,11,4027.0
1376,Verkehrsunfälle,insgesamt,2018,12,3550.0
1378,Verkehrsunfälle,insgesamt,2017,01,3320.0
1379,Verkehrsunfälle,insgesamt,2017,02,3223.0
1380,Verkehrsunfälle,insgesamt,2017,03,4106.0
1381,Verkehrsunfälle,insgesamt,2017,04,3533.0
1382,Verkehrsunfälle,insgesamt,2017,05,4314.0
1383,Verkehrsunfälle,insgesamt,2017,06,3818.0
1384,Verkehrsunfälle,insgesamt,2017,07,4355.0
1385,Verkehrsunfälle,insgesamt,2017,08,3267.0
1386,Verkehrsunfälle,insgesamt,2017,09,4017.0
1387,Verkehrsunfälle,insgesamt,2017,10,4198.0
1388,Verkehrsunfälle,insgesamt,2017,11,3809.0
1389,Verkehrsunfälle,insgesamt,2017,12,3494.0
1391,Verkehrsunfälle,insgesamt,2016,01,3297.0
1392,Verkehrsunfälle,insgesamt,2016,02,3383.0
1393,Verkehrsunfälle,insgesamt,2016,03,3653.0
1394,Verkehrsunfälle,insgesamt,2016,04,4209.0
1395,Verkehrsunfälle,insgesamt,2016,05,3833.0
1396,Verkehrsunfälle,insgesamt,2016,06,4260.0
1397,Verkehrsunfälle,insgesamt,2016,07,4478.0
1398,Verkehrsunfälle,insgesamt,2016,08,3400.0
1399,Verkehrsunfälle,insgesamt,2016,09,4289.0
1400,Verkehrsunfälle,insgesamt,2016,10,4297.0
1401,Verkehrsunfälle,insgesamt,2016,11,3998.0
1402,Verkehrsunfälle,insgesamt,2016,12,3700.0
1404,Verkehrsunfälle,insgesamt,2015,01,3326.0
1405,Verkehrsunfälle,insgesamt,2015,02,3090.0
1406,Verkehrsunfälle,insgesamt,2015,03,3888.0
1407,Verkehrsunfälle,insgesamt,2015,04,4022.0
1408,Verkehrsunfälle,insgesamt,2015,05,3915.0
1409,Verkehrsunfälle,insgesamt,2015,06,3898.0
1410,Verkehrsunfälle,insgesamt,2015,07,4729.0
1411,Verkehrsunfälle,insgesamt,2015,08,3431.0
1412,Verkehrsunfälle,insgesamt,2015,09,4015.0
1413,Verkehrsunfälle,insgesamt,2015,10,4467.0
1414,Verkehrsunfälle,insgesamt,2015,11,3992.0
1415,Verkehrsunfälle,insgesamt,2015,12,3862.0
1417,Verkehrsunfälle,insgesamt,2014,01,3410.0
1418,Verkehrsunfälle,insgesamt,2014,02,3315.0
1419,Verkehrsunfälle,insgesamt,2014,03,4027.0
1420,Verkehrsunfälle,insgesamt,2014,04,3840.0
1421,Verkehrsunfälle,insgesamt,2014,05,4346.0
1422,Verkehrsunfälle,insgesamt,2014,06,3833.0
1423,Verkehrsunfälle,insgesamt,2014,07,4443.0
1424,Verkehrsunfälle,insgesamt,2014,08,3379.0
1425,Verkehrsunfälle,insgesamt,2014,09,4137.0
1426,Verkehrsunfälle,insgesamt,2014,10,4251.0
1427,Verkehrsunfälle,insgesamt,2014,11,3904.0
1428,Verkehrsunfälle,insgesamt,2014,12,3919.0
1430,Verkehrsunfälle,insgesamt,2013,01,3316.0
1431,Verkehrsunfälle,insgesamt,2013,02,3467.0
1432,Verkehrsunfälle,insgesamt,2013,03,3712.0
1433,Verkehrsunfälle,insgesamt,2013,04,4008.0
1434,Verkehrsunfälle,insgesamt,2013,05,3703.0
1435,Verkehrsunfälle,insgesamt,2013,06,4284.0
1436,Verkehrsunfälle,insgesamt,2013,07,4641.0
1437,Verkehrsunfälle,insgesamt,2013,08,3387.0
1438,Verkehrsunfälle,insgesamt,2013,09,4130.0
1439,Verkehrsunfälle,insgesamt,2013,10,4533.0
1440,Verkehrsunfälle,insgesamt,2013,11,4043.0
1441,Verkehrsunfälle,insgesamt,2013,12,3764.0
1443,Verkehrsunfälle,insgesamt,2012,01,3176.0
1444,Verkehrsunfälle,insgesamt,2012,02,3102.0
1445,Verkehrsunfälle,insgesamt,2012,03,3739.0
1446,Verkehrsunfälle,insgesamt,2012,04,3667.0
1447,Verkehrsunfälle,insgesamt,2012,05,4114.0
1448,Verkehrsunfälle,insgesamt,2012,06,4018.0
1449,Verkehrsunfälle,insgesamt,2012,07,4281.0
1450,Verkehrsunfälle,insgesamt,2012,08,3452.0
1451,Verkehrsunfälle,insgesamt,2012,09,3962.0
1452,Verkehrsunfälle,insgesamt,2012,10,4146.0
1453,Verkehrsunfälle,insgesamt,2012,11,3839.0
1454,Verkehrsunfälle,insgesamt,2012,12,3395.0
1456,Verkehrsunfälle,insgesamt,2011,01,2775.0
1457,Verkehrsunfälle,insgesamt,2011,02,2903.0
1458,Verkehrsunfälle,insgesamt,2011,03,3523.0
1459,Verkehrsunfälle,insgesamt,2011,04,3529.0
1460,Verkehrsunfälle,insgesamt,2011,05,4143.0
1461,Verkehrsunfälle,insgesamt,2011,06,3212.0
1462,Verkehrsunfälle,insgesamt,2011,07,4074.0
1463,Verkehrsunfälle,insgesamt,2011,08,3322.0
1464,Verkehrsunfälle,insgesamt,2011,09,3730.0
1465,Verkehrsunfälle,insgesamt,2011,10,3830.0
1466,Verkehrsunfälle,insgesamt,2011,11,3567.0
1467,Verkehrsunfälle,insgesamt,2011,12,3506.0
1469,Verkehrsunfälle,insgesamt,2010,01,2346.0
1470,Verkehrsunfälle,insgesamt,2010,02,2539.0
1471,Verkehrsunfälle,insgesamt,2010,03,3309.0
1472,Verkehrsunfälle,insgesamt,2010,04,3202.0
1473,Verkehrsunfälle,insgesamt,2010,05,2974.0
1474,Verkehrsunfälle,insgesamt,2010,06,3193.0
1475,Verkehrsunfälle,insgesamt,2010,07,3712.0
1476,Verkehrsunfälle,insgesamt,2010,08,2843.0
1477,Verkehrsunfälle,insgesamt,2010,09,3524.0
1478,Verkehrsunfälle,insgesamt,2010,10,3500.0
1479,Verkehrsunfälle,insgesamt,2010,11,3329.0
1480,Verkehrsunfälle,insgesamt,2010,12,3413.0
1482,Verkehrsunfälle,insgesamt,2009,01,2482.0
1483,Verkehrsunfälle,insgesamt,2009,02,3480.0
1484,Verkehrsunfälle,insgesamt,2009,03,2744.0
1485,Verkehrsunfälle,insgesamt,2009,04,2953.0
1486,Verkehrsunfälle,insgesamt,2009,05,3240.0
1487,Verkehrsunfälle,insgesamt,2009,06,2876.0
1488,Verkehrsunfälle,insgesamt,2009,07,3622.0
1489,Verkehrsunfälle,insgesamt,2009,08,2749.0
1490,Verkehrsunfälle,insgesamt,2009,09,3252.0
1491,Verkehrsunfälle,insgesamt,2009,10,3567.0
1492,Verkehrsunfälle,insgesamt,2009,11,3294.0
1493,Verkehrsunfälle,insgesamt,2009,12,3202.0
1495,Verkehrsunfälle,insgesamt,2008,01,2945.0
1496,Verkehrsunfälle,insgesamt,2008,02,3171.0
1497,Verkehrsunfälle,insgesamt,2008,03,2910.0
1498,Verkehrsunfälle,insgesamt,2008,04,3339.0
1499,Verkehrsunfälle,insgesamt,2008,05,3428.0
1500,Verkehrsunfälle,insgesamt,2008,06,3374.0
1501,Verkehrsunfälle,insgesamt,2008,07,3500.0
1502,Verkehrsunfälle,insgesamt,2008,08,2870.0
1503,Verkehrsunfälle,insgesamt,2008,09,3271.0
1504,Verkehrsunfälle,insgesamt,2008,10,3683.0
1505,Verkehrsunfälle,insgesamt,2008,11,2983.0
1506,Verkehrsunfälle,insgesamt,2008,12,2888.0
1508,Verkehrsunfälle,insgesamt,2007,01,2735.0
1509,Verkehrsunfälle,insgesamt,2007,02,2643.0
1510,Verkehrsunfälle,insgesamt,2007,03,2836.0
1511,Verkehrsunfälle,insgesamt,2007,04,3292.0
1512,Verkehrsunfälle,insgesamt,2007,05,3529.0
1513,Verkehrsunfälle,insgesamt,2007,06,3225.0
1514,Verkehrsunfälle,insgesamt,2007,07,3622.0
1515,Verkehrsunfälle,insgesamt,2007,08,2943.0
1516,Verkehrsunfälle,insgesamt,2007,09,3414.0
1517,Verkehrsunfälle,insgesamt,2007,10,3695.0
1518,Verkehrsunfälle,insgesamt,2007,11,3444.0
1519,Verkehrsunfälle,insgesamt,2007,12,3184.0
1521,Verkehrsunfälle,insgesamt,2006,01,2893.0
1522,Verkehrsunfälle,insgesamt,2006,02,2901.0
1523,Verkehrsunfälle,insgesamt,2006,03,4165.0
1524,Verkehrsunfälle,insgesamt,2006,04,2874.0
1525,Verkehrsunfälle,insgesamt,2006,05,3032.0
1526,Verkehrsunfälle,insgesamt,2006,06,2853.0
1527,Verkehrsunfälle,insgesamt,2006,07,3611.0
1528,Verkehrsunfälle,insgesamt,2006,08,2993.0
1529,Verkehrsunfälle,insgesamt,2006,09,3233.0
1530,Verkehrsunfälle,insgesamt,2006,10,3286.0
1531,Verkehrsunfälle,insgesamt,2006,11,3073.0
1532,Verkehrsunfälle,insgesamt,2006,12,3419.0
1534,Verkehrsunfälle,insgesamt,2005,01,2788.0
1535,Verkehrsunfälle,insgesamt,2005,02,3461.0
1536,Verkehrsunfälle,insgesamt,2005,03,3560.0
1537,Verkehrsunfälle,insgesamt,2005,04,3320.0
1538,Verkehrsunfälle,insgesamt,2005,05,3321.0
1539,Verkehrsunfälle,insgesamt,2005,06,3499.0
1540,Verkehrsunfälle,insgesamt,2005,07,3631.0
1541,Verkehrsunfälle,insgesamt,2005,08,2965.0
1542,Verkehrsunfälle,insgesamt,2005,09,3921.0
1543,Verkehrsunfälle,insgesamt,2005,10,3503.0
1544,Verkehrsunfälle,insgesamt,2005,11,3205.0
1545,Verkehrsunfälle,insgesamt,2005,12,3549.0
1547,Verkehrsunfälle,insgesamt,2004,01,2969.0
1548,Verkehrsunfälle,insgesamt,2004,02,2728.0
1549,Verkehrsunfälle,insgesamt,2004,03,3271.0
1550,Verkehrsunfälle,insgesamt,2004,04,3183.0
1551,Verkehrsunfälle,insgesamt,2004,05,3378.0
1552,Verkehrsunfälle,insgesamt,2004,06,3229.0
1553,Verkehrsunfälle,insgesamt,2004,07,3760.0
1554,Verkehrsunfälle,insgesamt,2004,08,2926.0
1555,Verkehrsunfälle,insgesamt,2004,09,3663.0
1556,Verkehrsunfälle,insgesamt,2004,10,3716.0
1557,Verkehrsunfälle,insgesamt,2004,11,3449.0
1558,Verkehrsunfälle,insgesamt,2004,12,3792.0
1560,Verkehrsunfälle,insgesamt,2003,01,3073.0
1561,Verkehrsunfälle,insgesamt,2003,02,2968.0
1562,Verkehrsunfälle,insgesamt,2003,03,3060.0
1563,Verkehrsunfälle,insgesamt,2003,04,3106.0
1564,Verkehrsunfälle,insgesamt,2003,05,3255.0
1565,Verkehrsunfälle,insgesamt,2003,06,3139.0
1566,Verkehrsunfälle,insgesamt,2003,07,3321.0
1567,Verkehrsunfälle,insgesamt,2003,08,2837.0
1568,Verkehrsunfälle,insgesamt,2003,09,3393.0
1569,Verkehrsunfälle,insgesamt,2003,10,3631.0
1570,Verkehrsunfälle,insgesamt,2003,11,3325.0
1571,Verkehrsunfälle,insgesamt,2003,12,3527.0
1573,Verkehrsunfälle,insgesamt,2002,01,3063.0
1574,Verkehrsunfälle,insgesamt,2002,02,2892.0
1575,Verkehrsunfälle,insgesamt,2002,03,3380.0
1576,Verkehrsunfälle,insgesamt,2002,04,3142.0
1577,Verkehrsunfälle,insgesamt,2002,05,3731.0
1578,Verkehrsunfälle,insgesamt,2002,06,3586.0
1579,Verkehrsunfälle,insgesamt,2002,07,3960.0
1580,Verkehrsunfälle,insgesamt,2002,08,3007.0
1581,Verkehrsunfälle,insgesamt,2002,09,3436.0
1582,Verkehrsunfälle,insgesamt,2002,10,3859.0
1583,Verkehrsunfälle,insgesamt,2002,11,3529.0
1584,Verkehrsunfälle,insgesamt,2002,12,3023.0
1586,Verkehrsunfälle,insgesamt,2001,01,3348.0
1587,Verkehrsunfälle,insgesamt,2001,02,3148.0
1588,Verkehrsunfälle,insgesamt,2001,03,3970.0
1589,Verkehrsunfälle,insgesamt,2001,04,3565.0
1590,Verkehrsunfälle,insgesamt,2001,05,4128.0
1591,Verkehrsunfälle,insgesamt,2001,06,3715.0
1592,Verkehrsunfälle,insgesamt,2001,07,4288.0
1593,Verkehrsunfälle,insgesamt,2001,08,3351.0
1594,Verkehrsunfälle,insgesamt,2001,09,3939.0
1595,Verkehrsunfälle,insgesamt,2001,10,4250.0
1596,Verkehrsunfälle,insgesamt,2001,11,4022.0
1597,Verkehrsunfälle,insgesamt,2001,12,3989.0
1598,Verkehrsunfälle,insgesamt,2000,01,3448.0
1599,Verkehrsunfälle,insgesamt,2000,02,3181.0
1600,Verkehrsunfälle,insgesamt,2000,03,3783.0
1601,Verkehrsunfälle,insgesamt,2000,04,3317.0
1602,Verkehrsunfälle,insgesamt,2000,05,4123.0
1603,Verkehrsunfälle,insgesamt,2000,06,3329.0
1604,Verkehrsunfälle,insgesamt,2000,07,4282.0
1605,Verkehrsunfälle,insgesamt,2000,08,3387.0
1606,Verkehrsunfälle,insgesamt,2000,09,3807.0
1607,Verkehrsunfälle,insgesamt,2000,10,4117.0
1608,Verkehrsunfälle,insgesamt,2000,11,3931.0
1609,Verkehrsunfälle,insgesamt,2000,12,3789.0
1661,Verkehrsunfälle,mit Personenschäden,2020,01,301.0
1662,Verkehrsunfälle,mit Personenschäden,2020,02,306.0
1663,Verkehrsunfälle,mit Personenschäden,2020,03,270.0
1664,Verkehrsunfälle,mit Personenschäden,2020,04,314.0
1665,Verkehrsunfälle,mit Personenschäden,2020,05,416.0
1666,Verkehrsunfälle,mit Personenschäden,2020,06,496.0
1667,Verkehrsunfälle,mit Personenschäden,2020,07,717.0
1668,Verkehrsunfälle,mit Personenschäden,2020,08,487.0
1669,Verkehrsunfälle,mit Personenschäden,2020,09,555.0
1670,Verkehrsunfälle,mit Personenschäden,2020,10,489.0
1671,Verkehrsunfälle,mit Personenschäden,2020,11,297.0
1672,Verkehrsunfälle,mit Personenschäden,2020,12,270.0
1674,Verkehrsunfälle,mit Personenschäden,2019,01,243.0
1675,Verkehrsunfälle,mit Personenschäden,2019,02,289.0
1676,Verkehrsunfälle,mit Personenschäden,2019,03,369.0
1677,Verkehrsunfälle,mit Personenschäden,2019,04,426.0
1678,Verkehrsunfälle,mit Personenschäden,2019,05,416.0
1679,Verkehrsunfälle,mit Personenschäden,2019,06,615.0
1680,Verkehrsunfälle,mit Personenschäden,2019,07,762.0
1681,Verkehrsunfälle,mit Personenschäden,2019,08,451.0
1682,Verkehrsunfälle,mit Personenschäden,2019,09,533.0
1683,Verkehrsunfälle,mit Personenschäden,2019,10,500.0
1684,Verkehrsunfälle,mit Personenschäden,2019,11,383.0
1685,Verkehrsunfälle,mit Personenschäden,2019,12,326.0
1687,Verkehrsunfälle,mit Personenschäden,2018,01,290.0
1688,Verkehrsunfälle,mit Personenschäden,2018,02,265.0
1689,Verkehrsunfälle,mit Personenschäden,2018,03,331.0
1690,Verkehrsunfälle,mit Personenschäden,2018,04,519.0
1691,Verkehrsunfälle,mit Personenschäden,2018,05,528.0
1692,Verkehrsunfälle,mit Personenschäden,2018,06,622.0
1693,Verkehrsunfälle,mit Personenschäden,2018,07,714.0
1694,Verkehrsunfälle,mit Personenschäden,2018,08,456.0
1695,Verkehrsunfälle,mit Personenschäden,2018,09,528.0
1696,Verkehrsunfälle,mit Personenschäden,2018,10,529.0
1697,Verkehrsunfälle,mit Personenschäden,2018,11,407.0
1698,Verkehrsunfälle,mit Personenschäden,2018,12,282.0
1700,Verkehrsunfälle,mit Personenschäden,2017,01,242.0
1701,Verkehrsunfälle,mit Personenschäden,2017,02,277.0
1702,Verkehrsunfälle,mit Personenschäden,2017,03,407.0
1703,Verkehrsunfälle,mit Personenschäden,2017,04,365.0
1704,Verkehrsunfälle,mit Personenschäden,2017,05,545.0
1705,Verkehrsunfälle,mit Personenschäden,2017,06,568.0
1706,Verkehrsunfälle,mit Personenschäden,2017,07,611.0
1707,Verkehrsunfälle,mit Personenschäden,2017,08,447.0
1708,Verkehrsunfälle,mit Personenschäden,2017,09,430.0
1709,Verkehrsunfälle,mit Personenschäden,2017,10,490.0
1710,Verkehrsunfälle,mit Personenschäden,2017,11,373.0
1711,Verkehrsunfälle,mit Personenschäden,2017,12,307.0
1713,Verkehrsunfälle,mit Personenschäden,2016,01,298.0
1714,Verkehrsunfälle,mit Personenschäden,2016,02,305.0
1715,Verkehrsunfälle,mit Personenschäden,2016,03,299.0
1716,Verkehrsunfälle,mit Personenschäden,2016,04,447.0
1717,Verkehrsunfälle,mit Personenschäden,2016,05,502.0
1718,Verkehrsunfälle,mit Personenschäden,2016,06,592.0
1719,Verkehrsunfälle,mit Personenschäden,2016,07,623.0
1720,Verkehrsunfälle,mit Personenschäden,2016,08,469.0
1721,Verkehrsunfälle,mit Personenschäden,2016,09,627.0
1722,Verkehrsunfälle,mit Personenschäden,2016,10,448.0
1723,Verkehrsunfälle,mit Personenschäden,2016,11,402.0
1724,Verkehrsunfälle,mit Personenschäden,2016,12,317.0
1726,Verkehrsunfälle,mit Personenschäden,2015,01,263.0
1727,Verkehrsunfälle,mit Personenschäden,2015,02,262.0
1728,Verkehrsunfälle,mit Personenschäden,2015,03,376.0
1729,Verkehrsunfälle,mit Personenschäden,2015,04,495.0
1730,Verkehrsunfälle,mit Personenschäden,2015,05,487.0
1731,Verkehrsunfälle,mit Personenschäden,2015,06,560.0
1732,Verkehrsunfälle,mit Personenschäden,2015,07,708.0
1733,Verkehrsunfälle,mit Personenschäden,2015,08,481.0
1734,Verkehrsunfälle,mit Personenschäden,2015,09,509.0
1735,Verkehrsunfälle,mit Personenschäden,2015,10,475.0
1736,Verkehrsunfälle,mit Personenschäden,2015,11,430.0
1737,Verkehrsunfälle,mit Personenschäden,2015,12,384.0
1739,Verkehrsunfälle,mit Personenschäden,2014,01,324.0
1740,Verkehrsunfälle,mit Personenschäden,2014,02,309.0
1741,Verkehrsunfälle,mit Personenschäden,2014,03,460.0
1742,Verkehrsunfälle,mit Personenschäden,2014,04,455.0
1743,Verkehrsunfälle,mit Personenschäden,2014,05,536.0
1744,Verkehrsunfälle,mit Personenschäden,2014,06,558.0
1745,Verkehrsunfälle,mit Personenschäden,2014,07,654.0
1746,Verkehrsunfälle,mit Personenschäden,2014,08,432.0
1747,Verkehrsunfälle,mit Personenschäden,2014,09,534.0
1748,Verkehrsunfälle,mit Personenschäden,2014,10,529.0
1749,Verkehrsunfälle,mit Personenschäden,2014,11,401.0
1750,Verkehrsunfälle,mit Personenschäden,2014,12,331.0
1752,Verkehrsunfälle,mit Personenschäden,2013,01,254.0
1753,Verkehrsunfälle,mit Personenschäden,2013,02,263.0
1754,Verkehrsunfälle,mit Personenschäden,2013,03,284.0
1755,Verkehrsunfälle,mit Personenschäden,2013,04,440.0
1756,Verkehrsunfälle,mit Personenschäden,2013,05,454.0
1757,Verkehrsunfälle,mit Personenschäden,2013,06,580.0
1758,Verkehrsunfälle,mit Personenschäden,2013,07,812.0
1759,Verkehrsunfälle,mit Personenschäden,2013,08,514.0
1760,Verkehrsunfälle,mit Personenschäden,2013,09,531.0
1761,Verkehrsunfälle,mit Personenschäden,2013,10,510.0
1762,Verkehrsunfälle,mit Personenschäden,2013,11,388.0
1763,Verkehrsunfälle,mit Personenschäden,2013,12,356.0
1765,Verkehrsunfälle,mit Personenschäden,2012,01,273.0
1766,Verkehrsunfälle,mit Personenschäden,2012,02,233.0
1767,Verkehrsunfälle,mit Personenschäden,2012,03,424.0
1768,Verkehrsunfälle,mit Personenschäden,2012,04,394.0
1769,Verkehrsunfälle,mit Personenschäden,2012,05,596.0
1770,Verkehrsunfälle,mit Personenschäden,2012,06,577.0
1771,Verkehrsunfälle,mit Personenschäden,2012,07,632.0
1772,Verkehrsunfälle,mit Personenschäden,2012,08,545.0
1773,Verkehrsunfälle,mit Personenschäden,2012,09,532.0
1774,Verkehrsunfälle,mit Personenschäden,2012,10,477.0
1775,Verkehrsunfälle,mit Personenschäden,2012,11,394.0
1776,Verkehrsunfälle,mit Personenschäden,2012,12,248.0
1778,Verkehrsunfälle,mit Personenschäden,2011,01,255.0
1779,Verkehrsunfälle,mit Personenschäden,2011,02,264.0
1780,Verkehrsunfälle,mit Personenschäden,2011,03,373.0
1781,Verkehrsunfälle,mit Personenschäden,2011,04,505.0
1782,Verkehrsunfälle,mit Personenschäden,2011,05,636.0
1783,Verkehrsunfälle,mit Personenschäden,2011,06,399.0
1784,Verkehrsunfälle,mit Personenschäden,2011,07,532.0
1785,Verkehrsunfälle,mit Personenschäden,2011,08,402.0
1786,Verkehrsunfälle,mit Personenschäden,2011,09,441.0
1787,Verkehrsunfälle,mit Personenschäden,2011,10,393.0
1788,Verkehrsunfälle,mit Personenschäden,2011,11,359.0
1789,Verkehrsunfälle,mit Personenschäden,2011,12,315.0
1791,Verkehrsunfälle,mit Personenschäden,2010,01,147.0
1792,Verkehrsunfälle,mit Personenschäden,2010,02,200.0
1793,Verkehrsunfälle,mit Personenschäden,2010,03,291.0
1794,Verkehrsunfälle,mit Personenschäden,2010,04,377.0
1795,Verkehrsunfälle,mit Personenschäden,2010,05,320.0
1796,Verkehrsunfälle,mit Personenschäden,2010,06,440.0
1797,Verkehrsunfälle,mit Personenschäden,2010,07,619.0
1798,Verkehrsunfälle,mit Personenschäden,2010,08,416.0
1799,Verkehrsunfälle,mit Personenschäden,2010,09,456.0
1800,Verkehrsunfälle,mit Personenschäden,2010,10,432.0
1801,Verkehrsunfälle,mit Personenschäden,2010,11,319.0
1802,Verkehrsunfälle,mit Personenschäden,2010,12,223.0
